Offer_ID,Student_ID,Company_ID,Offer_Date,Package_LPA,Offer_Status,Final_Selected
OFF1564,STU0348,COM049,2025-09-06,4.33,Accepted,Yes
OFF1565,STU1089,COM049,2025-09-06,4.4,Accepted,Yes
OFF1566,STU0330,COM049,2025-09-06,4.87,Declined,No
OFF1567,STU0274,COM049,2025-09-06,4.19,Accepted,Yes
OFF1568,STU1133,COM049,2025-09-06,4.47,Declined,No
OFF1569,STU0542,COM049,2025-09-06,4.32,Declined,No
OFF1570,STU1129,COM049,2025-09-06,4.84,Declined,No
OFF1571,STU1077,COM049,2025-09-06,4.29,Declined,No
OFF1572,STU0202,COM049,2025-09-06,4.59,Accepted,Yes
OFF1573,STU1158,COM049,2025-09-06,4.3,Declined,No
OFF1574,STU0563,COM049,2025-09-06,4.87,Accepted,Yes
OFF1575,STU1067,COM049,2025-09-06,4.7,Declined,No
OFF1576,STU0185,COM049,2025-09-06,4.49,Accepted,Yes
OFF1577,STU0516,COM049,2025-09-06,4.19,Accepted,Yes
OFF1578,STU0941,COM049,2025-09-06,4.8,Declined,No
OFF1579,STU0219,COM049,2025-09-06,4.33,Accepted,Yes
OFF1580,STU0143,COM049,2025-09-06,4.7,Accepted,Yes
OFF1581,STU0743,COM049,2025-09-06,4.76,Accepted,Yes
OFF1582,STU0584,COM049,2025-09-06,4.21,Declined,No
OFF1583,STU0990,COM049,2025-09-06,4.45,Declined,No
OFF1584,STU0977,COM049,2025-09-06,4.6,Accepted,Yes
OFF1585,STU0014,COM049,2025-09-06,4.86,Declined,No
OFF1586,STU0777,COM049,2025-09-06,4.54,Accepted,Yes
OFF1587,STU0834,COM049,2025-09-06,4.88,Accepted,Yes
OFF1588,STU0066,COM049,2025-09-06,4.42,Accepted,Yes
OFF1589,STU0867,COM049,2025-09-06,4.74,Accepted,Yes
OFF1590,STU0822,COM049,2025-09-06,4.75,Declined,No
OFF1591,STU1139,COM049,2025-09-06,4.23,Declined,No
OFF1592,STU0845,COM049,2025-09-06,4.69,Declined,No
OFF1593,STU1169,COM049,2025-09-06,4.33,Declined,No
OFF1594,STU0923,COM049,2025-09-06,4.59,Declined,No
OFF1595,STU0333,COM049,2025-09-06,4.37,Accepted,Yes
OFF1596,STU0502,COM049,2025-09-06,4.5,Accepted,Yes
OFF1597,STU0062,COM049,2025-09-06,4.39,Declined,No
OFF1598,STU0080,COM049,2025-09-06,4.49,Declined,No
OFF1599,STU0241,COM049,2025-09-06,4.29,Accepted,Yes
OFF1600,STU1165,COM049,2025-09-06,4.4,Declined,No
OFF1601,STU0533,COM049,2025-09-06,4.51,Accepted,Yes
OFF1602,STU0219,COM050,2026-05-20,4.2,Declined,No
OFF1603,STU0981,COM050,2026-05-20,3.8,Declined,No
OFF1604,STU0775,COM050,2026-05-20,3.86,Accepted,Yes
OFF1605,STU0999,COM050,2026-05-20,4.28,Declined,No
OFF1606,STU1079,COM050,2026-05-20,4.18,Declined,No
OFF1607,STU0015,COM050,2026-05-20,4.31,Accepted,Yes
OFF1608,STU1094,COM050,2026-05-20,3.8,Accepted,Yes
OFF1609,STU1092,COM050,2026-05-20,4.09,Accepted,Yes
OFF1610,STU0607,COM050,2026-05-20,4.32,Accepted,Yes
OFF1611,STU0960,COM050,2026-05-20,4.14,Declined,No
OFF1612,STU0516,COM050,2026-05-20,4.03,Accepted,Yes
OFF1613,STU0908,COM050,2026-05-20,4.08,Declined,No
OFF1614,STU0596,COM050,2026-05-20,3.85,Declined,No
OFF1615,STU0777,COM050,2026-05-20,4.25,Declined,No
OFF1616,STU1131,COM050,2026-05-20,3.84,Declined,No
OFF1617,STU0700,COM050,2026-05-20,4.11,Declined,No
OFF1618,STU1078,COM050,2026-05-20,4.11,Declined,No
OFF1619,STU0489,COM050,2026-05-20,4.32,Accepted,Yes
OFF1620,STU0573,COM050,2026-05-20,4.24,Accepted,Yes
OFF1621,STU0910,COM050,2026-05-20,3.73,Declined,No
OFF1622,STU0902,COM050,2026-05-20,4.21,Accepted,Yes
OFF1623,STU0957,COM050,2026-05-20,3.82,Declined,No
OFF1624,STU0837,COM050,2026-05-20,4.14,Declined,No
OFF1625,STU0572,COM050,2026-05-20,4.14,Accepted,Yes
OFF1626,STU0834,COM050,2026-05-20,3.8,Declined,No
OFF1627,STU0780,COM050,2026-05-20,3.87,Declined,No
OFF1628,STU0212,COM050,2026-05-20,4.31,Declined,No
OFF1629,STU0461,COM050,2026-05-20,4.36,Declined,No
OFF1630,STU0915,COM050,2026-05-20,4.05,Declined,No
OFF1631,STU0290,COM050,2026-05-20,4.07,Accepted,Yes
OFF1632,STU0673,COM050,2026-05-20,3.96,Declined,No
OFF1633,STU1073,COM050,2026-05-20,4.18,Declined,No
OFF1634,STU1028,COM050,2026-05-20,4.35,Accepted,Yes
OFF1635,STU0144,COM050,2026-05-20,4.22,Declined,No
OFF1636,STU1155,COM050,2026-05-20,4.33,Declined,No
OFF1637,STU1074,COM050,2026-05-20,4.04,Declined,No
OFF1638,STU0649,COM050,2026-05-20,4.08,Declined,No
OFF1639,STU0568,COM050,2026-05-20,3.83,Declined,No
OFF1640,STU0705,COM050,2026-05-20,3.89,Declined,No
OFF1641,STU0201,COM050,2026-05-20,3.85,Accepted,Yes
OFF1642,STU1167,COM050,2026-05-20,4.09,Accepted,Yes
OFF1643,STU0858,COM050,2026-05-20,4.13,Declined,No
OFF1644,STU0514,COM050,2026-05-20,3.96,Accepted,Yes
OFF1645,STU0865,COM050,2026-05-20,4.05,Accepted,Yes
OFF1646,STU0419,COM050,2026-05-20,4.18,Accepted,Yes
OFF1647,STU0940,COM050,2026-05-20,3.84,Declined,No
OFF1648,STU0177,COM050,2026-05-20,4.21,Accepted,Yes
OFF1649,STU0829,COM050,2026-05-20,3.81,Accepted,Yes
OFF1650,STU0714,COM050,2026-05-20,4.03,Declined,No
OFF1651,STU0918,COM050,2026-05-20,4.35,Declined,No
OFF1652,STU0851,COM050,2026-05-20,4.31,Declined,No
OFF1653,STU0612,COM050,2026-05-20,4.13,Declined,No
OFF1654,STU0689,COM050,2026-05-20,4.07,Declined,No
OFF1655,STU1091,COM050,2026-05-20,4.02,Accepted,Yes
OFF1656,STU0172,COM050,2026-05-20,4.07,Accepted,Yes
OFF1657,STU0353,COM050,2026-05-20,4.26,Declined,No
OFF1658,STU0052,COM050,2026-05-20,3.98,Declined,No
OFF1659,STU1054,COM050,2026-05-20,4.11,Declined,No
OFF1660,STU0423,COM050,2026-05-20,4.29,Declined,No
OFF1661,STU1128,COM050,2026-05-20,3.97,Declined,No
OFF1662,STU0587,COM050,2026-05-20,3.96,Declined,No
OFF1663,STU0470,COM050,2026-05-20,4.15,Accepted,Yes
OFF1664,STU1162,COM050,2026-05-20,4.18,Declined,No
OFF1665,STU0856,COM050,2026-05-20,3.75,Accepted,Yes
OFF1666,STU0356,COM050,2026-05-20,3.89,Accepted,Yes
OFF1667,STU0081,COM050,2026-05-20,4.26,Accepted,Yes
OFF1668,STU0886,COM050,2026-05-20,4.29,Accepted,Yes
OFF1669,STU0492,COM050,2026-05-20,4.34,Accepted,Yes
OFF1670,STU0796,COM050,2026-05-20,3.93,Accepted,Yes
OFF1671,STU0402,COM050,2026-05-20,4.08,Declined,No
OFF1672,STU0073,COM050,2026-05-20,4.29,Accepted,Yes
OFF1673,STU0308,COM050,2026-05-20,3.84,Accepted,Yes
OFF1674,STU1098,COM050,2026-05-20,4.2,Declined,No
OFF1675,STU0176,COM050,2026-05-20,3.84,Declined,No
OFF1676,STU0645,COM050,2026-05-20,4.16,Accepted,Yes
OFF1677,STU1071,COM050,2026-05-20,4.15,Declined,No
OFF1678,STU0227,COM050,2026-05-20,4.02,Accepted,Yes
OFF1679,STU0434,COM050,2026-05-20,4.29,Declined,No
OFF1680,STU0412,COM050,2026-05-20,4.24,Declined,No
OFF1681,STU0994,COM050,2026-05-20,4.33,Declined,No
OFF1682,STU1105,COM050,2026-05-20,4.14,Declined,No
OFF1683,STU0688,COM050,2026-05-20,4.05,Declined,No
OFF1684,STU0240,COM050,2026-05-20,4.09,Accepted,Yes
OFF1685,STU0497,COM050,2026-05-20,4.11,Declined,No
OFF1686,STU0503,COM050,2026-05-20,3.94,Declined,No
OFF1687,STU1047,COM050,2026-05-20,4.03,Accepted,Yes
OFF1688,STU0014,COM050,2026-05-20,3.78,Declined,No
OFF1689,STU0576,COM050,2026-05-20,4.32,Declined,No
OFF1690,STU0033,COM050,2026-05-20,3.86,Declined,No
OFF1691,STU1061,COM050,2026-05-20,4.29,Declined,No
OFF1692,STU0586,COM050,2026-05-20,3.99,Declined,No
OFF1693,STU0462,COM050,2026-05-20,3.94,Declined,No
OFF1694,STU0343,COM050,2026-05-20,3.95,Declined,No
OFF1695,STU0695,COM050,2026-05-20,3.83,Accepted,Yes
OFF1696,STU0360,COM050,2026-05-20,4.22,Declined,No
OFF1697,STU0964,COM050,2026-05-20,3.73,Declined,No
OFF1698,STU0062,COM050,2026-05-20,3.9,Declined,No
OFF1699,STU0153,COM050,2026-05-20,4.23,Declined,No
OFF1700,STU0697,COM050,2026-05-20,3.89,Accepted,Yes
OFF1701,STU0276,COM050,2026-05-20,4.35,Declined,No
OFF1702,STU0222,COM050,2026-05-20,4.17,Declined,No
OFF1703,STU0226,COM050,2026-05-20,4.18,Declined,No
OFF1704,STU0694,COM050,2026-05-20,3.79,Declined,No
OFF1705,STU0685,COM050,2026-05-20,4.0,Accepted,Yes
OFF1706,STU0266,COM050,2026-05-20,3.98,Accepted,Yes
OFF1707,STU0545,COM050,2026-05-20,4.0,Declined,No
OFF1708,STU0585,COM050,2026-05-20,4.0,Accepted,Yes
OFF1709,STU0853,COM050,2026-05-20,3.73,Declined,No
OFF1710,STU0726,COM050,2026-05-20,4.04,Accepted,Yes
OFF1711,STU0621,COM050,2026-05-20,4.32,Declined,No
OFF1712,STU0197,COM050,2026-05-20,4.13,Declined,No
OFF1713,STU0795,COM050,2026-05-20,3.99,Accepted,Yes
OFF1714,STU0195,COM050,2026-05-20,4.17,Declined,No
OFF1715,STU0589,COM050,2026-05-20,4.02,Declined,No
OFF1716,STU0173,COM050,2026-05-20,4.0,Accepted,Yes
OFF1717,STU0951,COM050,2026-05-20,4.33,Declined,No
OFF1718,STU0463,COM050,2026-05-20,3.91,Declined,No
OFF1719,STU0771,COM050,2026-05-20,4.17,Accepted,Yes
OFF1720,STU0305,COM050,2026-05-20,3.93,Declined,No
OFF1721,STU0036,COM050,2026-05-20,3.74,Declined,No
OFF1722,STU0911,COM050,2026-05-20,4.15,Declined,No
OFF1723,STU0543,COM050,2026-05-20,3.85,Accepted,Yes
OFF1724,STU0706,COM050,2026-05-20,4.34,Accepted,Yes
OFF1725,STU0475,COM050,2026-05-20,4.27,Declined,No
OFF1726,STU0214,COM050,2026-05-20,4.2,Declined,No
OFF1727,STU0532,COM050,2026-05-20,4.35,Accepted,Yes
OFF1728,STU0913,COM050,2026-05-20,4.02,Declined,No
OFF1729,STU0923,COM050,2026-05-20,4.16,Accepted,Yes
OFF1730,STU0286,COM050,2026-05-20,4.12,Declined,No
OFF1731,STU0593,COM050,2026-05-20,3.86,Declined,No
OFF1732,STU0320,COM050,2026-05-20,4.04,Declined,No
OFF1733,STU0431,COM050,2026-05-20,3.88,Accepted,Yes
OFF1734,STU0477,COM050,2026-05-20,3.97,Declined,No
OFF1735,STU0303,COM050,2026-05-20,3.8,Accepted,Yes
OFF1736,STU0743,COM050,2026-05-20,3.8,Declined,No
OFF1737,STU0709,COM050,2026-05-20,4.26,Declined,No
OFF1738,STU0437,COM050,2026-05-20,4.34,Accepted,Yes
OFF1739,STU0474,COM050,2026-05-20,3.82,Accepted,Yes
OFF1740,STU0958,COM050,2026-05-20,3.85,Declined,No
OFF1741,STU0801,COM050,2026-05-20,3.83,Declined,No
OFF1742,STU0322,COM050,2026-05-20,3.75,Declined,No
OFF1743,STU0268,COM050,2026-05-20,4.17,Accepted,Yes
OFF1744,STU0723,COM050,2026-05-20,4.26,Declined,No
OFF1745,STU0363,COM050,2026-05-20,3.94,Declined,No
OFF1746,STU1096,COM050,2026-05-20,4.16,Declined,No
OFF1747,STU0426,COM050,2026-05-20,3.9,Accepted,Yes
OFF1748,STU0802,COM050,2026-05-20,3.81,Declined,No
OFF1749,STU0718,COM050,2026-05-20,4.26,Accepted,Yes
OFF1750,STU0420,COM050,2026-05-20,3.81,Accepted,Yes
OFF1751,STU1089,COM050,2026-05-20,3.78,Declined,No
OFF1752,STU0972,COM050,2026-05-20,3.97,Declined,No
OFF1753,STU0538,COM050,2026-05-20,4.05,Accepted,Yes
OFF1754,STU0306,COM050,2026-05-20,3.98,Declined,No
OFF1755,STU0512,COM050,2026-05-20,4.2,Accepted,Yes
OFF1756,STU1050,COM050,2026-05-20,4.22,Accepted,Yes
OFF1757,STU0333,COM050,2026-05-20,3.9,Declined,No
OFF1758,STU1003,COM050,2026-05-20,4.0,Declined,No
OFF1759,STU0473,COM050,2026-05-20,4.18,Accepted,Yes
OFF1760,STU0919,COM050,2026-05-20,3.79,Declined,No
OFF1761,STU0936,COM050,2026-05-20,4.25,Declined,No
OFF1762,STU0530,COM050,2026-05-20,3.8,Declined,No
OFF1763,STU0881,COM050,2026-05-20,3.95,Declined,No
OFF1764,STU1015,COM050,2026-05-20,4.2,Declined,No
OFF1765,STU0075,COM050,2026-05-20,3.84,Declined,No
OFF1766,STU1072,COM050,2026-05-20,3.89,Accepted,Yes
OFF1767,STU0375,COM050,2026-05-20,3.83,Accepted,Yes
OFF1768,STU1139,COM050,2026-05-20,4.21,Declined,No
OFF1769,STU0315,COM050,2026-05-20,4.17,Declined,No
OFF1770,STU0569,COM050,2026-05-20,4.23,Accepted,Yes
OFF1771,STU0710,COM050,2026-05-20,3.89,Accepted,Yes
OFF1772,STU0060,COM050,2026-05-20,4.01,Accepted,Yes
OFF1773,STU0733,COM050,2026-05-20,3.79,Accepted,Yes
OFF1774,STU0261,COM050,2026-05-20,4.24,Declined,No
OFF1775,STU0622,COM050,2026-05-20,4.06,Declined,No
OFF1776,STU0679,COM050,2026-05-20,3.85,Accepted,Yes
OFF1777,STU1042,COM050,2026-05-20,4.35,Declined,No
OFF1778,STU0445,COM050,2026-05-20,3.87,Declined,No
OFF1779,STU1005,COM050,2026-05-20,4.02,Declined,No
OFF1780,STU0495,COM050,2026-05-20,3.79,Accepted,Yes
OFF1781,STU0789,COM050,2026-05-20,4.35,Declined,No
OFF1782,STU0366,COM050,2026-05-20,4.01,Accepted,Yes
OFF1783,STU0296,COM050,2026-05-20,4.32,Declined,No
OFF1784,STU0571,COM050,2026-05-20,4.1,Declined,No
OFF1785,STU0253,COM050,2026-05-20,4.28,Declined,No
OFF1786,STU0888,COM050,2026-05-20,4.1,Declined,No
OFF1787,STU0815,COM050,2026-05-20,3.74,Accepted,Yes
OFF1788,STU0624,COM050,2026-05-20,3.88,Accepted,Yes
OFF1789,STU0846,COM050,2026-05-20,4.05,Declined,No
OFF1790,STU0189,COM050,2026-05-20,4.18,Declined,No
OFF1791,STU0930,COM050,2026-05-20,3.89,Accepted,Yes
OFF1792,STU0040,COM050,2026-05-20,4.23,Accepted,Yes
OFF1793,STU0028,COM050,2026-05-20,3.82,Accepted,Yes
OFF1794,STU0480,COM050,2026-05-20,3.88,Declined,No
OFF1795,STU0169,COM050,2026-05-20,4.01,Declined,No
OFF1796,STU0810,COM050,2026-05-20,4.14,Accepted,Yes
OFF1797,STU0476,COM050,2026-05-20,3.89,Declined,No
OFF1798,STU0843,COM050,2026-05-20,3.79,Accepted,Yes
OFF1799,STU1095,COM050,2026-05-20,3.94,Declined,No
OFF1800,STU0123,COM050,2026-05-20,4.06,Declined,No
OFF1801,STU0389,COM050,2026-05-20,3.86,Declined,No
OFF1802,STU0124,COM050,2026-05-20,3.82,Declined,No
OFF1803,STU0203,COM050,2026-05-20,4.2,Declined,No
OFF1804,STU1170,COM050,2026-05-20,3.74,Declined,No
OFF1805,STU0350,COM050,2026-05-20,4.29,Accepted,Yes
OFF1806,STU0262,COM051,2025-12-02,4.51,Accepted,Yes
OFF1807,STU0788,COM051,2025-12-02,4.81,Declined,No
OFF1808,STU0302,COM051,2025-12-02,4.29,Declined,No
OFF1809,STU1014,COM051,2025-12-02,4.42,Declined,No
OFF1810,STU0588,COM051,2025-12-02,4.27,Declined,No
OFF1811,STU0310,COM051,2025-12-02,4.57,Declined,No
OFF1812,STU0506,COM051,2025-12-02,4.34,Declined,No
OFF1813,STU0617,COM051,2025-12-02,4.54,Accepted,Yes
OFF1814,STU0633,COM051,2025-12-02,4.33,Accepted,Yes
OFF1815,STU0817,COM051,2025-12-02,4.56,Accepted,Yes
OFF1816,STU1029,COM051,2025-12-02,4.65,Declined,No
OFF1817,STU1013,COM051,2025-12-02,4.32,Accepted,Yes
OFF1818,STU0909,COM051,2025-12-02,4.51,Declined,No
OFF1819,STU0040,COM051,2025-12-02,4.74,Accepted,Yes
OFF1820,STU0052,COM051,2025-12-02,4.53,Declined,No
OFF1821,STU0251,COM051,2025-12-02,4.45,Accepted,Yes
OFF1822,STU0285,COM051,2025-12-02,4.77,Declined,No
OFF1823,STU0764,COM051,2025-12-02,4.85,Accepted,Yes
OFF1824,STU0915,COM051,2025-12-02,4.68,Declined,No
OFF1825,STU0425,COM051,2025-12-02,4.44,Declined,No
OFF1826,STU0015,COM051,2025-12-02,4.89,Accepted,Yes
OFF1827,STU0912,COM051,2025-12-02,4.85,Declined,No
OFF1828,STU0532,COM051,2025-12-02,4.79,Declined,No
OFF1829,STU0481,COM051,2025-12-02,4.53,Accepted,Yes
OFF1830,STU0087,COM051,2025-12-02,4.3,Declined,No
OFF1831,STU0602,COM051,2025-12-02,4.65,Accepted,Yes
OFF1832,STU0883,COM051,2025-12-02,4.61,Accepted,Yes
OFF1833,STU0168,COM051,2025-12-02,4.38,Declined,No
OFF1834,STU0363,COM051,2025-12-02,4.68,Accepted,Yes
OFF1835,STU1080,COM051,2025-12-02,4.81,Declined,No
OFF1836,STU0492,COM051,2025-12-02,4.58,Declined,No
OFF1837,STU1020,COM051,2025-12-02,4.49,Declined,No
OFF1838,STU1071,COM051,2025-12-02,4.72,Declined,No
OFF1839,STU0669,COM051,2025-12-02,4.84,Declined,No
OFF1840,STU0346,COM051,2025-12-02,4.19,Accepted,Yes
OFF1841,STU1096,COM051,2025-12-02,4.87,Declined,No
OFF1842,STU0834,COM051,2025-12-02,4.4,Declined,No
OFF1843,STU0960,COM051,2025-12-02,4.39,Declined,No
OFF1844,STU0072,COM051,2025-12-02,4.45,Declined,No
OFF1845,STU0780,COM051,2025-12-02,4.51,Declined,No
OFF1846,STU1011,COM051,2025-12-02,4.47,Accepted,Yes
OFF1847,STU0894,COM051,2025-12-02,4.6,Declined,No
OFF1848,STU0828,COM051,2025-12-02,4.51,Accepted,Yes
OFF1849,STU0589,COM051,2025-12-02,4.38,Accepted,Yes
OFF1850,STU0530,COM051,2025-12-02,4.71,Declined,No
OFF1851,STU0062,COM051,2025-12-02,4.85,Accepted,Yes
OFF1852,STU0023,COM051,2025-12-02,4.61,Declined,No
OFF1853,STU0275,COM051,2025-12-02,4.39,Declined,No
OFF1854,STU0524,COM051,2025-12-02,4.83,Declined,No
OFF1855,STU0274,COM051,2025-12-02,4.3,Declined,No
OFF1856,STU1064,COM051,2025-12-02,4.23,Declined,No
OFF1857,STU0240,COM051,2025-12-02,4.29,Accepted,Yes
OFF1858,STU0353,COM051,2025-12-02,4.77,Accepted,Yes
OFF1859,STU0389,COM051,2025-12-02,4.81,Declined,No
OFF1860,STU1089,COM051,2025-12-02,4.22,Declined,No
OFF1861,STU0290,COM051,2025-12-02,4.84,Declined,No
OFF1862,STU0713,COM051,2025-12-02,4.6,Declined,No
OFF1863,STU0017,COM051,2025-12-02,4.9,Accepted,Yes
OFF1864,STU0571,COM051,2025-12-02,4.52,Declined,No
OFF1865,STU1158,COM051,2025-12-02,4.86,Declined,No
OFF1866,STU0146,COM051,2025-12-02,4.21,Declined,No
OFF1867,STU0483,COM051,2025-12-02,4.81,Declined,No
OFF1868,STU0510,COM051,2025-12-02,4.38,Accepted,Yes
OFF1869,STU0319,COM051,2025-12-02,4.78,Declined,No
OFF1870,STU0671,COM051,2025-12-02,4.28,Declined,No
OFF1871,STU0718,COM051,2025-12-02,4.84,Declined,No
OFF1872,STU0308,COM051,2025-12-02,4.28,Declined,No
OFF1873,STU0874,COM051,2025-12-02,4.19,Declined,No
OFF1874,STU0849,COM051,2025-12-02,4.7,Accepted,Yes
OFF1875,STU0013,COM051,2025-12-02,4.6,Accepted,Yes
OFF1876,STU0975,COM051,2025-12-02,4.36,Declined,No
OFF1877,STU0411,COM051,2025-12-02,4.2,Declined,No
OFF1878,STU0080,COM051,2025-12-02,4.74,Declined,No
OFF1879,STU0303,COM051,2025-12-02,4.9,Declined,No
OFF1880,STU0825,COM051,2025-12-02,4.76,Accepted,Yes
OFF1881,STU0891,COM051,2025-12-02,4.42,Declined,No
OFF1882,STU0059,COM051,2025-12-02,4.61,Accepted,Yes
OFF1883,STU0394,COM051,2025-12-02,4.48,Declined,No
OFF1884,STU0948,COM051,2025-12-02,4.86,Accepted,Yes
OFF1885,STU1004,COM051,2025-12-02,4.75,Declined,No
OFF1886,STU1131,COM051,2025-12-02,4.3,Declined,No
OFF1887,STU1028,COM051,2025-12-02,4.83,Declined,No
OFF1888,STU0670,COM051,2025-12-02,4.66,Accepted,Yes
OFF1889,STU0916,COM051,2025-12-02,4.9,Accepted,Yes
OFF1890,STU0919,COM051,2025-12-02,4.53,Declined,No
OFF1891,STU0578,COM051,2025-12-02,4.86,Declined,No
OFF1892,STU0777,COM051,2025-12-02,4.36,Declined,No
OFF1893,STU0999,COM051,2025-12-02,4.29,Declined,No
OFF1894,STU0354,COM051,2025-12-02,4.82,Accepted,Yes
OFF1895,STU0593,COM051,2025-12-02,4.9,Declined,No
OFF1896,STU0190,COM051,2025-12-02,4.59,Declined,No
OFF1897,STU0876,COM051,2025-12-02,4.41,Declined,No
OFF1898,STU1105,COM051,2025-12-02,4.45,Declined,No
OFF1899,STU0105,COM051,2025-12-02,4.75,Declined,No
OFF1900,STU0762,COM051,2025-12-02,4.45,Declined,No
OFF1901,STU0691,COM051,2025-12-02,4.8,Accepted,Yes
OFF1902,STU0247,COM051,2025-12-02,4.42,Accepted,Yes
OFF1903,STU0075,COM051,2025-12-02,4.23,Declined,No
OFF1904,STU0169,COM051,2025-12-02,4.72,Accepted,Yes
OFF1905,STU0242,COM051,2025-12-02,4.61,Declined,No
OFF1906,STU0514,COM051,2025-12-02,4.57,Accepted,Yes
OFF1907,STU0972,COM051,2025-12-02,4.75,Declined,No
OFF1908,STU0420,COM051,2025-12-02,4.19,Declined,No
OFF1909,STU0600,COM051,2025-12-02,4.61,Accepted,Yes
OFF1910,STU0111,COM051,2025-12-02,4.37,Accepted,Yes
OFF1911,STU1037,COM051,2025-12-02,4.77,Accepted,Yes
OFF1912,STU0259,COM051,2025-12-02,4.58,Declined,No
OFF1913,STU0852,COM051,2025-12-02,4.58,Accepted,Yes
OFF1914,STU1116,COM051,2025-12-02,4.82,Declined,No
OFF1915,STU0843,COM051,2025-12-02,4.54,Declined,No
OFF1916,STU0387,COM051,2025-12-02,4.85,Declined,No
OFF1917,STU1067,COM051,2025-12-02,4.9,Declined,No
OFF1918,STU1148,COM051,2025-12-02,4.58,Declined,No
OFF1919,STU0942,COM051,2025-12-02,4.78,Declined,No
OFF1920,STU1007,COM051,2025-12-02,4.68,Declined,No
OFF1921,STU1134,COM051,2025-12-02,4.5,Accepted,Yes
OFF1922,STU0256,COM051,2025-12-02,4.43,Declined,No
OFF1923,STU0572,COM051,2025-12-02,4.58,Declined,No
OFF1924,STU0508,COM051,2025-12-02,4.25,Declined,No
OFF1925,STU0815,COM051,2025-12-02,4.58,Accepted,Yes
OFF1926,STU0759,COM051,2025-12-02,4.76,Declined,No
OFF1927,STU0181,COM051,2025-12-02,4.79,Accepted,Yes
OFF1928,STU0786,COM051,2025-12-02,4.21,Accepted,Yes
OFF1929,STU0979,COM051,2025-12-02,4.33,Declined,No
OFF1930,STU0416,COM051,2025-12-02,4.2,Declined,No
OFF1931,STU1121,COM051,2025-12-02,4.4,Declined,No
OFF1932,STU0708,COM051,2025-12-02,4.49,Accepted,Yes
OFF1933,STU0684,COM051,2025-12-02,4.31,Declined,No
OFF1934,STU0227,COM051,2025-12-02,4.36,Declined,No
OFF1935,STU0541,COM051,2025-12-02,4.61,Declined,No
OFF1936,STU0396,COM051,2025-12-02,4.24,Accepted,Yes
OFF1937,STU0624,COM051,2025-12-02,4.32,Declined,No
OFF1938,STU0575,COM051,2025-12-02,4.55,Accepted,Yes
OFF1939,STU0035,COM051,2025-12-02,4.67,Accepted,Yes
OFF1940,STU0625,COM051,2025-12-02,4.61,Declined,No
OFF1941,STU0551,COM051,2025-12-02,4.73,Accepted,Yes
OFF1942,STU0800,COM051,2025-12-02,4.31,Declined,No
OFF1943,STU1157,COM051,2025-12-02,4.41,Declined,No
OFF1944,STU0706,COM051,2025-12-02,4.66,Declined,No
OFF1945,STU0501,COM051,2025-12-02,4.82,Declined,No
OFF1946,STU0489,COM051,2025-12-02,4.35,Declined,No
OFF1947,STU0905,COM051,2025-12-02,4.43,Declined,No
OFF1948,STU0576,COM051,2025-12-02,4.3,Declined,No
OFF1949,STU0376,COM051,2025-12-02,4.41,Declined,No
OFF1950,STU0841,COM051,2025-12-02,4.25,Declined,No
OFF1951,STU0307,COM051,2025-12-02,4.75,Accepted,Yes
OFF1952,STU0950,COM051,2025-12-02,4.6,Declined,No
OFF1953,STU0299,COM051,2025-12-02,4.65,Accepted,Yes
OFF1954,STU0803,COM051,2025-12-02,4.52,Accepted,Yes
OFF1955,STU0709,COM051,2025-12-02,4.35,Accepted,Yes
OFF1956,STU0886,COM051,2025-12-02,4.26,Declined,No
OFF1957,STU0125,COM051,2025-12-02,4.42,Declined,No
OFF1958,STU0987,COM051,2025-12-02,4.34,Declined,No
OFF1959,STU0885,COM051,2025-12-02,4.79,Accepted,Yes
OFF1960,STU0917,COM051,2025-12-02,4.22,Accepted,Yes
OFF1961,STU0896,COM051,2025-12-02,4.23,Accepted,Yes
OFF1962,STU0036,COM051,2025-12-02,4.64,Accepted,Yes
OFF1963,STU0730,COM051,2025-12-02,4.85,Declined,No
OFF1964,STU0653,COM051,2025-12-02,4.2,Accepted,Yes
OFF1965,STU0386,COM051,2025-12-02,4.56,Accepted,Yes
OFF1966,STU0261,COM051,2025-12-02,4.59,Declined,No
OFF1967,STU0480,COM051,2025-12-02,4.78,Accepted,Yes
OFF1968,STU0840,COM051,2025-12-02,4.3,Declined,No
OFF1969,STU0447,COM051,2025-12-02,4.64,Accepted,Yes
OFF1970,STU1026,COM051,2025-12-02,4.73,Declined,No
OFF1971,STU0471,COM051,2025-12-02,4.75,Accepted,Yes
OFF1972,STU0649,COM051,2025-12-02,4.86,Declined,No
OFF1973,STU0807,COM051,2025-12-02,4.25,Declined,No
OFF1974,STU0801,COM051,2025-12-02,4.5,Accepted,Yes
OFF1975,STU0443,COM051,2025-12-02,4.42,Declined,No
OFF1976,STU0073,COM051,2025-12-02,4.22,Declined,No
OFF1977,STU0176,COM051,2025-12-02,4.22,Declined,No
OFF1978,STU0705,COM051,2025-12-02,4.6,Declined,No
OFF1979,STU0694,COM051,2025-12-02,4.64,Accepted,Yes
OFF1980,STU0030,COM051,2025-12-02,4.42,Declined,No
OFF1981,STU0373,COM051,2025-12-02,4.76,Accepted,Yes
OFF1982,STU0434,COM051,2025-12-02,4.24,Declined,No
OFF1983,STU0045,COM051,2025-12-02,4.79,Declined,No
OFF1984,STU0109,COM051,2025-12-02,4.82,Declined,No
